"Species","CU_ID","Year","SpnForTrend_Total","SpnForTrend_Wild","DU_ID","CU_Name","CU_acro","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild","Abd_StartYr","UseYear"
"Chinook","CK-03",1984,120627,120627,"DU2","Lower Fraser River_FA_0.3","LFR-fall",120627,120627,NA,NA,1984,TRUE
"Chinook","CK-03",1985,173321,173321,"DU2","Lower Fraser River_FA_0.3","LFR-fall",173321,173321,NA,NA,1984,TRUE
"Chinook","CK-03",1986,161713,161713,"DU2","Lower Fraser River_FA_0.3","LFR-fall",161713,161713,NA,NA,1984,TRUE
"Chinook","CK-03",1987,77312,77312,"DU2","Lower Fraser River_FA_0.3","LFR-fall",77312,77312,NA,NA,1984,TRUE
"Chinook","CK-03",1988,34095,34095,"DU2","Lower Fraser River_FA_0.3","LFR-fall",34095,34095,NA,NA,1984,TRUE
"Chinook","CK-03",1989,73652,73652,"DU2","Lower Fraser River_FA_0.3","LFR-fall",73652,73652,NA,NA,1984,TRUE
"Chinook","CK-03",1990,174369,174369,"DU2","Lower Fraser River_FA_0.3","LFR-fall",174369,174369,NA,NA,1984,TRUE
"Chinook","CK-03",1991,89278,89278,"DU2","Lower Fraser River_FA_0.3","LFR-fall",89278,89278,NA,NA,1984,TRUE
"Chinook","CK-03",1992,126556,126556,"DU2","Lower Fraser River_FA_0.3","LFR-fall",126556,126556,NA,NA,1984,TRUE
"Chinook","CK-03",1993,108984,108984,"DU2","Lower Fraser River_FA_0.3","LFR-fall",108984,108984,NA,NA,1984,TRUE
"Chinook","CK-03",1994,99211,99211,"DU2","Lower Fraser River_FA_0.3","LFR-fall",99211,99211,NA,NA,1984,TRUE
"Chinook","CK-03",1995,26960,26960,"DU2","Lower Fraser River_FA_0.3","LFR-fall",26960,26960,NA,NA,1984,TRUE
"Chinook","CK-03",1996,33776,33776,"DU2","Lower Fraser River_FA_0.3","LFR-fall",33776,33776,NA,NA,1984,TRUE
"Chinook","CK-03",1997,66752,66752,"DU2","Lower Fraser River_FA_0.3","LFR-fall",66752,66752,NA,NA,1984,TRUE
"Chinook","CK-03",1998,186002,186002,"DU2","Lower Fraser River_FA_0.3","LFR-fall",186002,186002,NA,NA,1984,TRUE
"Chinook","CK-03",1999,97016,97016,"DU2","Lower Fraser River_FA_0.3","LFR-fall",97016,97016,NA,NA,1984,TRUE
"Chinook","CK-03",2000,81867,81867,"DU2","Lower Fraser River_FA_0.3","LFR-fall",81867,81867,NA,NA,1984,TRUE
"Chinook","CK-03",2001,109218,109218,"DU2","Lower Fraser River_FA_0.3","LFR-fall",109218,109218,NA,NA,1984,TRUE
"Chinook","CK-03",2002,87952,87952,"DU2","Lower Fraser River_FA_0.3","LFR-fall",87952,87952,NA,NA,1984,TRUE
"Chinook","CK-03",2003,244283,244283,"DU2","Lower Fraser River_FA_0.3","LFR-fall",244283,244283,NA,NA,1984,TRUE
"Chinook","CK-03",2004,136391,136391,"DU2","Lower Fraser River_FA_0.3","LFR-fall",136391,136391,NA,NA,1984,TRUE
"Chinook","CK-03",2005,80525,80525,"DU2","Lower Fraser River_FA_0.3","LFR-fall",80525,80525,NA,NA,1984,TRUE
"Chinook","CK-03",2006,55744,55744,"DU2","Lower Fraser River_FA_0.3","LFR-fall",55744,55744,NA,NA,1984,TRUE
"Chinook","CK-03",2007,76839,76839,"DU2","Lower Fraser River_FA_0.3","LFR-fall",76839,76839,NA,NA,1984,TRUE
"Chinook","CK-03",2008,39863,39863,"DU2","Lower Fraser River_FA_0.3","LFR-fall",39863,39863,NA,NA,1984,TRUE
"Chinook","CK-03",2009,72872,72872,"DU2","Lower Fraser River_FA_0.3","LFR-fall",72872,72872,NA,NA,1984,TRUE
"Chinook","CK-03",2010,103572,103572,"DU2","Lower Fraser River_FA_0.3","LFR-fall",103572,103572,NA,NA,1984,TRUE
"Chinook","CK-03",2011,122303,122303,"DU2","Lower Fraser River_FA_0.3","LFR-fall",122303,122303,NA,NA,1984,TRUE
"Chinook","CK-03",2012,46234,46234,"DU2","Lower Fraser River_FA_0.3","LFR-fall",46234,46234,NA,NA,1984,TRUE
"Chinook","CK-03",2013,45958,45958,"DU2","Lower Fraser River_FA_0.3","LFR-fall",45958,45958,NA,NA,1984,TRUE
"Chinook","CK-03",2014,45232,45232,"DU2","Lower Fraser River_FA_0.3","LFR-fall",45232,45232,NA,NA,1984,TRUE
"Chinook","CK-03",2015,10604,10604,"DU2","Lower Fraser River_FA_0.3","LFR-fall",10604,10604,NA,NA,1984,TRUE
"Chinook","CK-03",2016,44684,44684,"DU2","Lower Fraser River_FA_0.3","LFR-fall",44684,44684,NA,NA,1984,TRUE
"Chinook","CK-03",2017,30183,30183,"DU2","Lower Fraser River_FA_0.3","LFR-fall",30183,30183,NA,NA,1984,TRUE
"Chinook","CK-03",2018,45978,45978,"DU2","Lower Fraser River_FA_0.3","LFR-fall",45978,45978,NA,NA,1984,TRUE
"Chinook","CK-03",2019,44168,44168,"DU2","Lower Fraser River_FA_0.3","LFR-fall",44168,44168,NA,NA,1984,TRUE
"Chinook","CK-03",2020,41206,41206,"DU2","Lower Fraser River_FA_0.3","LFR-fall",41206,41206,NA,NA,1984,TRUE
"Chinook","CK-03",2021,40451,40451,"DU2","Lower Fraser River_FA_0.3","LFR-fall",40451,40451,NA,NA,1984,TRUE
"Chinook","CK-03",2022,495,495,"DU2","Lower Fraser River_FA_0.3","LFR-fall",495,495,NA,NA,1984,TRUE
"Chinook","CK-03",2023,508,508,"DU2","Lower Fraser River_FA_0.3","LFR-fall",508,508,NA,NA,1984,TRUE
"Chinook","CK-03",2024,NA,NA,"DU2","Lower Fraser River_FA_0.3","LFR-fall",NA,NA,NA,NA,1984,TRUE
"Chinook","CK-04",2009,631,631,"DU3","Lower Fraser River_SP_1.3","LFR-spring",631,631,NA,NA,2009,TRUE
"Chinook","CK-04",2010,1520,1520,"DU3","Lower Fraser River_SP_1.3","LFR-spring",1520,1520,NA,NA,2009,TRUE
"Chinook","CK-04",2011,941,941,"DU3","Lower Fraser River_SP_1.3","LFR-spring",941,941,NA,NA,2009,TRUE
"Chinook","CK-04",2012,624,624,"DU3","Lower Fraser River_SP_1.3","LFR-spring",624,624,NA,NA,2009,TRUE
"Chinook","CK-04",2013,224,224,"DU3","Lower Fraser River_SP_1.3","LFR-spring",224,224,NA,NA,2009,TRUE
"Chinook","CK-04",2014,383,383,"DU3","Lower Fraser River_SP_1.3","LFR-spring",383,383,NA,NA,2009,TRUE
"Chinook","CK-04",2015,508,508,"DU3","Lower Fraser River_SP_1.3","LFR-spring",508,508,NA,NA,2009,TRUE
"Chinook","CK-04",2016,238,238,"DU3","Lower Fraser River_SP_1.3","LFR-spring",238,238,NA,NA,2009,TRUE
"Chinook","CK-04",2017,320,320,"DU3","Lower Fraser River_SP_1.3","LFR-spring",320,320,NA,NA,2009,TRUE
"Chinook","CK-04",2018,144,144,"DU3","Lower Fraser River_SP_1.3","LFR-spring",144,144,NA,NA,2009,TRUE
"Chinook","CK-04",2019,178,178,"DU3","Lower Fraser River_SP_1.3","LFR-spring",178,178,NA,NA,2009,TRUE
"Chinook","CK-04",2020,191,191,"DU3","Lower Fraser River_SP_1.3","LFR-spring",191,191,NA,NA,2009,TRUE
"Chinook","CK-04",2021,134,134,"DU3","Lower Fraser River_SP_1.3","LFR-spring",134,134,NA,NA,2009,TRUE
"Chinook","CK-04",2022,275,275,"DU3","Lower Fraser River_SP_1.3","LFR-spring",275,275,NA,NA,2009,TRUE
"Chinook","CK-04",2023,357,357,"DU3","Lower Fraser River_SP_1.3","LFR-spring",357,357,NA,NA,2009,TRUE
"Chinook","CK-04",2024,NA,NA,"DU3","Lower Fraser River_SP_1.3","LFR-spring",NA,NA,NA,NA,2009,TRUE
"Chinook","CK-05",1996,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",1997,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",1998,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",1999,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",2000,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",2001,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",2002,276,276,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",276,276,NA,NA,1996,TRUE
"Chinook","CK-05",2003,180,180,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",180,180,NA,NA,1996,TRUE
"Chinook","CK-05",2004,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",2005,188,188,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",188,188,NA,NA,1996,TRUE
"Chinook","CK-05",2006,211,211,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",211,211,NA,NA,1996,TRUE
"Chinook","CK-05",2007,103,103,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",103,103,NA,NA,1996,TRUE
"Chinook","CK-05",2008,198,198,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",198,198,NA,NA,1996,TRUE
"Chinook","CK-05",2009,105,105,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",105,105,NA,NA,1996,TRUE
"Chinook","CK-05",2010,85,85,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",85,85,NA,NA,1996,TRUE
"Chinook","CK-05",2011,178,178,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",178,178,NA,NA,1996,TRUE
"Chinook","CK-05",2012,103,103,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",103,103,NA,NA,1996,TRUE
"Chinook","CK-05",2013,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",2014,75,75,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",75,75,NA,NA,1996,TRUE
"Chinook","CK-05",2015,NA,NA,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-05",2016,49,49,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",49,49,NA,NA,1996,TRUE
"Chinook","CK-05",2017,74,74,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",74,74,NA,NA,1996,TRUE
"Chinook","CK-05",2018,175,175,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",175,175,NA,NA,1996,TRUE
"Chinook","CK-05",2019,18,18,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",18,18,NA,NA,1996,TRUE
"Chinook","CK-05",2020,46,46,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",46,46,NA,NA,1996,TRUE
"Chinook","CK-05",2021,86,86,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",86,86,NA,NA,1996,TRUE
"Chinook","CK-05",2022,11,11,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",11,11,NA,NA,1996,TRUE
"Chinook","CK-05",2023,69,69,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",69,69,NA,NA,1996,TRUE
"Chinook","CK-05",2024,15,15,"DU4","Lower Fraser River-Upper Pitt_SU_1.3","LFR-UPITT",15,15,NA,NA,1996,TRUE
"Chinook","CK-06",2005,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2006,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2007,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2008,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2009,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2010,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2011,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2012,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2013,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2014,NA,NA,"DU5","Lower Fraser River_SU_1.3","LFR-summer",NA,NA,NA,NA,2005,TRUE
"Chinook","CK-06",2015,94,94,"DU5","Lower Fraser River_SU_1.3","LFR-summer",94,94,NA,NA,2005,TRUE
"Chinook","CK-06",2016,48,48,"DU5","Lower Fraser River_SU_1.3","LFR-summer",48,48,NA,NA,2005,TRUE
"Chinook","CK-06",2017,105,105,"DU5","Lower Fraser River_SU_1.3","LFR-summer",105,105,NA,NA,2005,TRUE
"Chinook","CK-06",2018,20,20,"DU5","Lower Fraser River_SU_1.3","LFR-summer",20,20,NA,NA,2005,TRUE
"Chinook","CK-06",2019,31,31,"DU5","Lower Fraser River_SU_1.3","LFR-summer",31,31,NA,NA,2005,TRUE
"Chinook","CK-06",2020,66,66,"DU5","Lower Fraser River_SU_1.3","LFR-summer",66,66,NA,NA,2005,TRUE
"Chinook","CK-06",2021,60,60,"DU5","Lower Fraser River_SU_1.3","LFR-summer",60,60,NA,NA,2005,TRUE
"Chinook","CK-06",2022,12,12,"DU5","Lower Fraser River_SU_1.3","LFR-summer",12,12,NA,NA,2005,TRUE
"Chinook","CK-06",2023,82,82,"DU5","Lower Fraser River_SU_1.3","LFR-summer",82,82,NA,NA,2005,TRUE
"Chinook","CK-06",2024,23,23,"DU5","Lower Fraser River_SU_1.3","LFR-summer",23,23,NA,NA,2005,TRUE
"Chinook","CK-07",1996,100,100,"DU6","Maria Slough_SU_0.3","Maria",100,100,NA,NA,1996,TRUE
"Chinook","CK-07",1997,100,100,"DU6","Maria Slough_SU_0.3","Maria",100,100,NA,NA,1996,TRUE
"Chinook","CK-07",1998,176,176,"DU6","Maria Slough_SU_0.3","Maria",176,176,NA,NA,1996,TRUE
"Chinook","CK-07",1999,220,220,"DU6","Maria Slough_SU_0.3","Maria",220,220,NA,NA,1996,TRUE
"Chinook","CK-07",2000,282,282,"DU6","Maria Slough_SU_0.3","Maria",282,282,NA,NA,1996,TRUE
"Chinook","CK-07",2001,422,422,"DU6","Maria Slough_SU_0.3","Maria",422,422,NA,NA,1996,TRUE
"Chinook","CK-07",2002,927,927,"DU6","Maria Slough_SU_0.3","Maria",927,927,NA,NA,1996,TRUE
"Chinook","CK-07",2003,782,782,"DU6","Maria Slough_SU_0.3","Maria",782,782,NA,NA,1996,TRUE
"Chinook","CK-07",2004,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-07",2005,419,419,"DU6","Maria Slough_SU_0.3","Maria",419,419,NA,NA,1996,TRUE
"Chinook","CK-07",2006,321,321,"DU6","Maria Slough_SU_0.3","Maria",321,321,NA,NA,1996,TRUE
"Chinook","CK-07",2007,713,713,"DU6","Maria Slough_SU_0.3","Maria",713,713,NA,NA,1996,TRUE
"Chinook","CK-07",2008,682,682,"DU6","Maria Slough_SU_0.3","Maria",682,682,NA,NA,1996,TRUE
"Chinook","CK-07",2009,645,645,"DU6","Maria Slough_SU_0.3","Maria",645,645,NA,NA,1996,TRUE
"Chinook","CK-07",2010,617,617,"DU6","Maria Slough_SU_0.3","Maria",617,617,NA,NA,1996,TRUE
"Chinook","CK-07",2011,1509,1509,"DU6","Maria Slough_SU_0.3","Maria",1509,1509,NA,NA,1996,TRUE
"Chinook","CK-07",2012,328,328,"DU6","Maria Slough_SU_0.3","Maria",328,328,NA,NA,1996,TRUE
"Chinook","CK-07",2013,1043,1043,"DU6","Maria Slough_SU_0.3","Maria",1043,1043,NA,NA,1996,TRUE
"Chinook","CK-07",2014,346,346,"DU6","Maria Slough_SU_0.3","Maria",346,346,NA,NA,1996,TRUE
"Chinook","CK-07",2015,1238,1238,"DU6","Maria Slough_SU_0.3","Maria",1238,1238,NA,NA,1996,TRUE
"Chinook","CK-07",2016,105,105,"DU6","Maria Slough_SU_0.3","Maria",105,105,NA,NA,1996,TRUE
"Chinook","CK-07",2017,71,71,"DU6","Maria Slough_SU_0.3","Maria",71,71,NA,NA,1996,TRUE
"Chinook","CK-07",2018,0,0.01,"DU6","Maria Slough_SU_0.3","Maria",0,0.01,NA,NA,1996,TRUE
"Chinook","CK-07",2019,345,345,"DU6","Maria Slough_SU_0.3","Maria",345,345,NA,NA,1996,TRUE
"Chinook","CK-07",2020,47,47,"DU6","Maria Slough_SU_0.3","Maria",47,47,NA,NA,1996,TRUE
"Chinook","CK-07",2021,34,34,"DU6","Maria Slough_SU_0.3","Maria",34,34,NA,NA,1996,TRUE
"Chinook","CK-07",2022,200,200,"DU6","Maria Slough_SU_0.3","Maria",200,200,NA,NA,1996,TRUE
"Chinook","CK-07",2023,33,33,"DU6","Maria Slough_SU_0.3","Maria",33,33,NA,NA,1996,TRUE
"Chinook","CK-07",2024,NA,NA,"DU6","Maria Slough_SU_0.3","Maria",NA,NA,NA,NA,1996,TRUE
"Chinook","CK-08",1997,31,31,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",31,31,NA,NA,1997,TRUE
"Chinook","CK-08",1998,8,8,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",8,8,NA,NA,1997,TRUE
"Chinook","CK-08",1999,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA,1997,TRUE
"Chinook","CK-08",2000,40,40,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",40,40,NA,NA,1997,TRUE
"Chinook","CK-08",2001,97,97,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",97,97,NA,NA,1997,TRUE
"Chinook","CK-08",2002,169,169,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",169,169,NA,NA,1997,TRUE
"Chinook","CK-08",2003,89,89,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",89,89,NA,NA,1997,TRUE
"Chinook","CK-08",2004,54,54,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",54,54,NA,NA,1997,TRUE
"Chinook","CK-08",2005,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA,1997,TRUE
"Chinook","CK-08",2006,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA,1997,TRUE
"Chinook","CK-08",2007,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA,1997,TRUE
"Chinook","CK-08",2008,NA,NA,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",NA,NA,NA,NA,1997,TRUE
"Chinook","CK-08",2009,17,17,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",17,17,NA,NA,1997,TRUE
"Chinook","CK-08",2010,2,2,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",2,2,NA,NA,1997,TRUE
"Chinook","CK-08",2011,11,11,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",11,11,NA,NA,1997,TRUE
"Chinook","CK-08",2012,65,65,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",65,65,NA,NA,1997,TRUE
"Chinook","CK-08",2013,34,34,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",34,34,NA,NA,1997,TRUE
"Chinook","CK-08",2014,2,2,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",2,2,NA,NA,1997,TRUE
"Chinook","CK-08",2015,6,6,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",6,6,NA,NA,1997,TRUE
"Chinook","CK-08",2016,17,17,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",17,17,NA,NA,1997,TRUE
"Chinook","CK-08",2017,8,8,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",8,8,NA,NA,1997,TRUE
"Chinook","CK-08",2018,11,11,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",11,11,NA,NA,1997,TRUE
"Chinook","CK-08",2019,80,80,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",80,80,NA,NA,1997,TRUE
"Chinook","CK-08",2020,71,71,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",71,71,NA,NA,1997,TRUE
"Chinook","CK-08",2021,30,30,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",30,30,NA,NA,1997,TRUE
"Chinook","CK-08",2022,86,86,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",86,86,NA,NA,1997,TRUE
"Chinook","CK-08",2023,108,108,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",108,108,NA,NA,1997,TRUE
"Chinook","CK-08",2024,74,74,"DU7","Middle Fraser-Fraser Canyon_SP_1.3","FRCanyon",74,74,NA,NA,1997,TRUE
"Chinook","CK-09",2000,46,46,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",46,46,NA,NA,2000,TRUE
"Chinook","CK-09",2001,248,248,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",248,248,NA,NA,2000,TRUE
"Chinook","CK-09",2002,445,445,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",445,445,NA,NA,2000,TRUE
"Chinook","CK-09",2003,158,158,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",158,158,NA,NA,2000,TRUE
"Chinook","CK-09",2004,102,102,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",102,102,NA,NA,2000,TRUE
"Chinook","CK-09",2005,83,83,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",83,83,NA,NA,2000,TRUE
"Chinook","CK-09",2006,245,245,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",245,245,NA,NA,2000,TRUE
"Chinook","CK-09",2007,51,51,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",51,51,NA,NA,2000,TRUE
"Chinook","CK-09",2008,217,217,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",217,217,NA,NA,2000,TRUE
"Chinook","CK-09",2009,74,74,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",74,74,NA,NA,2000,TRUE
"Chinook","CK-09",2010,123,123,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",123,123,NA,NA,2000,TRUE
"Chinook","CK-09",2011,65,65,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",65,65,NA,NA,2000,TRUE
"Chinook","CK-09",2012,37,37,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",37,37,NA,NA,2000,TRUE
"Chinook","CK-09",2013,34,34,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",34,34,NA,NA,2000,TRUE
"Chinook","CK-09",2014,77,77,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",77,77,NA,NA,2000,TRUE
"Chinook","CK-09",2015,83,83,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",83,83,NA,NA,2000,TRUE
"Chinook","CK-09",2016,12,12,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",12,12,NA,NA,2000,TRUE
"Chinook","CK-09",2017,20,20,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",20,20,NA,NA,2000,TRUE
"Chinook","CK-09",2018,35,35,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",35,35,NA,NA,2000,TRUE
"Chinook","CK-09",2019,228,228,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",228,228,NA,NA,2000,TRUE
"Chinook","CK-09",2020,41,41,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",41,41,NA,NA,2000,TRUE
"Chinook","CK-09",2021,26,26,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",26,26,NA,NA,2000,TRUE
"Chinook","CK-09",2022,70,70,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",70,70,NA,NA,2000,TRUE
"Chinook","CK-09",2023,221,221,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",221,221,NA,NA,2000,TRUE
"Chinook","CK-09",2024,91,91,"DU8","Middle Fraser River-Portage_FA_1.3","Portage",91,91,NA,NA,2000,TRUE
"Chinook","CK-10",1995,18042.5831229747,15659.3477345732,"DU9","Middle Fraser River_SP_1.3","MFR-spring",18042.5831229747,15659.3477345732,NA,NA,1995,TRUE
"Chinook","CK-10",1996,14664.8221543711,11370.6794353204,"DU9","Middle Fraser River_SP_1.3","MFR-spring",14664.8221543711,11370.6794353204,NA,NA,1995,TRUE
"Chinook","CK-10",1997,11500.2798123554,9807.42145003553,"DU9","Middle Fraser River_SP_1.3","MFR-spring",11500.2798123554,9807.42145003553,NA,NA,1995,TRUE
"Chinook","CK-10",1998,7303.67022692586,5799.73265474473,"DU9","Middle Fraser River_SP_1.3","MFR-spring",7303.67022692586,5799.73265474473,NA,NA,1995,TRUE
"Chinook","CK-10",1999,7760.1591895265,6169.1591895265,"DU9","Middle Fraser River_SP_1.3","MFR-spring",7760.1591895265,6169.1591895265,NA,NA,1995,TRUE
"Chinook","CK-10",2000,7901.46574940389,6668.46574940389,"DU9","Middle Fraser River_SP_1.3","MFR-spring",7901.46574940389,6668.46574940389,NA,NA,1995,TRUE
"Chinook","CK-10",2001,6133.49753810521,5002.49753810521,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6133.49753810521,5002.49753810521,NA,NA,1995,TRUE
"Chinook","CK-10",2002,8359.97849425479,6292.97849425479,"DU9","Middle Fraser River_SP_1.3","MFR-spring",8359.97849425479,6292.97849425479,NA,NA,1995,TRUE
"Chinook","CK-10",2003,12810.4742418154,10576.4235537683,"DU9","Middle Fraser River_SP_1.3","MFR-spring",12810.4742418154,10576.4235537683,NA,NA,1995,TRUE
"Chinook","CK-10",2004,6206.77461030054,4656,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6206.77461030054,4656,NA,NA,1995,TRUE
"Chinook","CK-10",2005,4947,4223,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4947,4223,NA,NA,1995,TRUE
"Chinook","CK-10",2006,4341.9562123283,3828.9562123283,"DU9","Middle Fraser River_SP_1.3","MFR-spring",4341.9562123283,3828.9562123283,NA,NA,1995,TRUE
"Chinook","CK-10",2007,1748,1406,"DU9","Middle Fraser River_SP_1.3","MFR-spring",1748,1406,NA,NA,1995,TRUE
"Chinook","CK-10",2008,6201,3519,"DU9","Middle Fraser River_SP_1.3","MFR-spring",6201,3519,NA,NA,1995,TRUE
