PROGRAM_CODE,PROJ_NAME,SPECIES_NAME,RUN_NAME,BROOD_YEAR,STOCK_NAME,STOCK_PROD_AREA_CODE,STOCK_CU_INDEX,STOCK_CU_NAME,STOCK_TYPE_CODE,REARING_TYPE_CODE,FACILITY_NAME,RELEASE_SITE_NAME,REL_CU_INDEX,REL_CU_NAME,RELEASE_STAGE_NAME,MRP_TAGCODE,RELEASE_YEAR,START_DATE,END_DATE,AVE_WEIGHT,PURPOSE_CODE,TRANSFER,RELEASE_COMMENT,RowNum,TaggedClip,TaggedNum,ShedTagNum,NoTagClip,NoTagNum,NoTagPartMarkNum,UnmarkedNum,TotalRelease
OPS,Chehalis R,Chinook,Fall,1984,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,RV8422,1986,198604,19860430,25.2,B,N,MIXED WITH 023129. REARED ONE YEAR; RED,1,,0,0,RV,298,0,,298
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,023754,1986,198606,19860601,2.9,B,N,TIME OF RELEASE 1: REPLICATE OF 02/37/55,1,AD,25480,788,,0,0,,26268
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,023755,1986,198606,19860601,2.9,B,N,TIME OF RELEASE 1: REPLICATE WITH 02/37/54,1,AD,23501,664,,0,0,,24165
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,023756,1986,198606,19860610,3.8,B,N,TIME OF RELEASE 2: REPLICATE WITH 02/37/57,1,AD,27717,494,,0,0,85832,114043
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,023757,1986,198606,19860610,3.8,B,N,TIME OF RELEASE 2: REPLICATE WITH 02/37/56,1,AD,25248,384,,0,0,77986,103618
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,023758,1986,198606,19860619,4.7,B,N,TIME OF RELEASE 3: REPLICATE WITH O2/37/59,1,AD,25498,388,,0,0,,25886
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,023759,1986,198606,19860619,4.7,B,N,TIME OF RELEASE 3: REPLICATE WITH 02/37/58,1,AD,24707,699,,0,0,,25406
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,023760,1987,19870315,19870329,42.4,B,N,TIME OF RELEASE: EXTENDED REARED. SEE 023761,1,AD,18990,880,,0,0,,19870
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,023761,1987,19870315,19870329,42.4,B,N,TIME OF RELEASE:EXTENDED REARED. ALSO SEE 023760,1,AD,19605,909,,0,0,,20514
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,024051,1986,198606,19860626,5.4,B,N,TIME OF RELEASE 4: REPLICATE WITH 02/40/52,1,AD,25228,255,,0,0,,25483
OPS,Chehalis R,Chinook,Fall,1985,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,024052,1986,198606,19860626,5.4,B,N,TIME OF RELEASE 4: REPLICATE WITH 02/40/51,1,AD,24456,756,,0,0,,25212
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024402,1987,198704,19870416,1.2,B,N,TIME OF RELEASE - EARLY,1,AD,24862,909,,0,0,,25771
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024403,1987,198704,19870416,1.2,B,N,TIME OF RELEASE - EARLY,1,AD,26333,244,,0,0,,26577
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024404,1987,198704,19870430,1.7,B,N,TIME OF RELEASE - EARLY,1,AD,26339,132,,0,0,25326,51797
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024405,1987,198704,19870430,1.7,B,N,TIME OF RELEASE - EARLY,1,AD,25686,391,,0,0,24699,50776
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,024406,1987,198705,19870530,3.7,B,N,TIME OF RELEASE - LATE,1,AD,25535,657,,0,0,80102,106294
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,024407,1987,198705,19870530,3.7,B,N,TIME OF RELEASE - LATE,1,AD,25288,651,,0,0,79328,105267
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024408,1987,198705,19870515,2,B,N,TIME OF RELEASE - LATE,1,AD,25468,658,,0,0,64223,90349
OPS,Chehalis R,Chinook,Fall,1986,Harrison+Chehalis,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024409,1987,198705,19870515,2,B,N,TIME OF RELEASE - LATE,1,AD,24498,249,,0,0,61777,86524
OPS,Chehalis R,Chinook,Fall,1987,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024738,1988,198804,19880415,1.7,B,N,TIME AND SIZE: SPRING FRY,1,AD,26947,103,,0,0,47550,74600
OPS,Chehalis R,Chinook,Fall,1987,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024739,1988,198805,19880501,2.5,B,N,TIME AND SIZE: SPRING,1,AD,26782,320,,0,0,47355,74457
OPS,Chehalis R,Chinook,Fall,1987,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,024740,1988,198805,19880515,3,B,N,TIME AND SIZE: SPRING,1,AD,27006,87,,0,0,47104,74197
OPS,Chehalis R,Chinook,Fall,1987,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,024741,1988,198805,19880531,4.4,B,N,TIME AND SIZE: SPRING,1,AD,25277,511,,0,0,952042,977830
OPS,Chehalis R,Chinook,Fall,1987,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fall,025451,1988,19880915,19881109,31.4,B,N,TIME AND SIZE OF RELEASE: FALL EXTENDED REARED,1,AD,26624,296,,0,0,,26920
OPS,Chehalis R,Chinook,Fall,1988,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,025761,1989,198905,19890515,2.2,B,N,TIME & SIZE - SPRING REL.; ALSO SEE 025762 (SPRING) & 025763 (FALL REL.),1,AD,26925,54,,0,0,104432,131411
OPS,Chehalis R,Chinook,Fall,1988,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,025762,1989,198905,19890515,2.2,B,N,TIME & SIZE - SPRING REL. ALSO 025761 (SPRING) & 025763 (FALL REL.),1,AD,27421,55,,0,0,106355,133831
OPS,Chehalis R,Chinook,Fall,1988,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fall,025763,1989,19890729,19890914,6.4,B,N,TIME & SIZE - FALL VOLITIONAL REL. ALSO SEE 025761-62 (SPRING REL.),1,AD,25031,0,,0,0,,25031
OPS,Chehalis R,Chinook,Fall,1989,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,020641,1990,19900420,19900425,1.38,B,N,MEDIUM SIZE FISH,1,AD,20976,1924,,0,0,190957,213857
OPS,Chehalis R,Chinook,Fall,1989,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,020642,1990,19900420,19900425,1.58,B,N,LARGE SIZE,1,AD,24974,375,,0,0,774224,799573
OPS,Chehalis R,Chinook,Fall,1989,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,020643,1990,19900420,19900425,1.21,B,N,SMALL SIZE,1,AD,26305,336,,0,0,568296,594937
OPS,Chehalis R,Chinook,Fall,1989,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,020644,1991,19901209,19910416,38,B,N,YEARLING RELEASE,1,AD,21213,1140,,0,0,18175,40528
OPS,Chehalis R,Chinook,Fall,1990,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,020235,1992,19920408,19920415,25.2,B,N,TIME OF RELEASE: YEARLINGS,1,AD,18697,122,,0,0,,18819
OPS,Chehalis R,Chinook,Fall,1990,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,021547,1991,19910423,19910429,1.7,B,N,TIME OF RELEASE - EARLY,1,AD,49040,4034,,0,0,1143941,1197015
OPS,Chehalis R,Chinook,Fall,1990,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,021548,1991,19910506,19910510,1.5,B,N,TIME OF RELEASE - LATE,1,AD,53195,305,,0,0,1030295,1083795
OPS,Chehalis R,Chinook,Fall,1991,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,180335,1992,19920414,19920423,2.3,P,N,,1,AD,53575,629,,0,0,993493,1047697
OPS,Chehalis R,Chinook,Fall,1991,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,180336,1992,19920424,19920430,2.5,P,N,,1,AD,53019,884,,0,0,1203761,1257664
OPS,Chehalis R,Chinook,Fall,1991,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,NOCN9115,1993,19921013,19930423,24,B,N,YEARLING RELEASE,1,,0,0,,0,0,23050,23050
OPS,Chehalis R,Chinook,Fall,1992,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,180842,1993,19930416,19930427,2.1,P,N,"CONTROL FOR 180843,180844.FED OMP",1,AD,46799,1518,,0,0,2007022,2055339
OPS,Chehalis R,Chinook,Fall,1992,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,180843,1993,19930416,19930422,2.2,B,N,FRY CAP TROUGH REARED AND FED WHITECREST FEED,1,AD,49086,1675,,0,0,452208,502969
OPS,Chehalis R,Chinook,Fall,1992,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,180844,1993,199304,19930429,1.77,B,N,FRY INCUBATED IN KEEPER CHANNELS AND FED OMP,1,AD,46698,1694,,0,0,552207,600599
OPS,Chehalis R,Chinook,Fall,1992,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fall,NOCN9213,1993,19930909,19930921,16.5,B,N,INTENDED YEARLING RELEASE.REL'D DUE TO POOR QUALITY,1,,0,0,,0,0,25483,25483
OPS,Chehalis R,Chinook,Fall,1993,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,181231,1994,19940414,19940421,2,B,N,KEEPER CHANNEL INCUBATED. FED OMP,1,AD,49611,199,,0,0,860109,909919
OPS,Chehalis R,Chinook,Fall,1993,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,181232,1994,19940414,19940418,1.7,B,N,HEATH TRAY INCUBATED. FED WHITECREST FEED.,1,AD,49269,74,,0,0,514461,563804
OPS,Chehalis R,Chinook,Fall,1993,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,181233,1994,19940414,19940418,1.6,B,N,HEATH TRAY INCUBATED. FED OMP.,1,AD,49158,729,,0,0,508644,558531
OPS,Chehalis R,Chinook,Fall,1994,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,181945,1995,19950415,19950421,1.9,B,N,TIME OF RELEASE- EARLY. SEE 181946-47.,1,AD,49288,218,,0,0,1157385,1206891
OPS,Chehalis R,Chinook,Fall,1994,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,181946,1995,19950425,19950430,1.6,B,N,TIME OF RELEASE- MID. SEE 181945-47.,1,AD,49766,200,,0,0,1016529,1066495
OPS,Chehalis R,Chinook,Fall,1994,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,181947,1995,199505,19950515,2.2,B,N,TIME OF RELEASE- LATE. SEE 181945-46.,1,AD,49686,325,,0,0,83493,133504
OPS,Chehalis R,Chinook,Fall,1995,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,182256,1996,199604,19960421,1.8,B,N,,1,AD,49190,1821,,0,0,72855,123866
OPS,Chehalis R,Chinook,Fall,1995,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,182257,1996,19960607,19960609,4.4,P,N,,1,AD,46857,555,,0,0,61715,109127
OPS,Chehalis R,Chinook,Fall,1995,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,182258,1996,19960607,19960609,3.7,P,N,,1,AD,45813,1295,,0,0,56996,104104
OPS,Chehalis R,Chinook,Fall,1996,Chilliwack R,LWFR,CK-9008,FRASER-HARRISON FALL TRANSPLANT_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,182847,1997,19970520,19970522,1.8,B,Y,HARRISON FALL MALES X CHILLIWACK FALL FEMALES,1,AD,50954,25,,0,0,1193107,1244086
OPS,Chehalis R,Chinook,Fall,1996,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,182846,1997,19970515,19970520,2.1,B,N,TIME OF RELEASE-EARLY.,1,AD,49890,100,,0,0,689050,739040
OPS,Chehalis R,Chinook,Fall,1996,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,182848,1997,19970606,19970607,3.5,P,N,TIME OF RELEASE-LATE. HARRISON PLAGUE PRESENT,1,AD,43221,7270,,0,0,284861,335352
OPS,Chehalis R,Chinook,Fall,1996,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,NOCN9618,1997,19970507,19970522,1.6,P,N,REARED WITH CHUM,1,,0,0,,0,0,612502,612502
OPS,Chehalis R,Chinook,Fall,1997,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,183901,1998,19980604,19980605,4.9,P,N,,1,AD,44274,5139,,0,0,216500,265913
OPS,Chehalis R,Chinook,Fall,1997,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,183902,1998,19980417,19980424,2,B,N,,1,AD,42680,9305,,0,0,773029,825014
OPS,Chehalis R,Chinook,Fall,1997,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,183903,1998,19980416,19980429,1.7,B,N,,1,AD,50704,280,,0,0,1621065,1672049
OPS,Chehalis R,Chinook,Fall,1997,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,NOCN97103,1999,19990428,19990507,16.4,B,N,YEARLING RELEASE,1,,0,0,,0,0,29043,29043
OPS,Chehalis R,Chinook,Fall,1998,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,181724,1999,19990430,19990501,2.1,B,N,"EARLY SMALL REL; ALSO 183723, 183916 & 182722 (EARLY); COMP TO 183917 (LATE).",1,AD,10488,76,,0,0,213573,224137
OPS,Chehalis R,Chinook,Fall,1998,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,182722,1999,19990430,19990501,2.1,B,N,"SMALL EARLY REL; ALSO 183723, 181724, & 183916 (EARLY); COMP TO 183917 (LATE).",1,AD,20376,147,,0,0,414928,435451
OPS,Chehalis R,Chinook,Fall,1998,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,183723,1999,19990504,19990504,2.1,B,N,"SMALL EARLY REL; ALSO 183916, 181724 & 182722 (EARLY); COMP TO 183917 (LATE).",1,AD,19875,122,,0,0,295775,315772
OPS,Chehalis R,Chinook,Fall,1998,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,183916,1999,19990430,19990501,2,B,N,"SMALL EARLY REL; ALSO 183723, 181724 & 182722 (EARLY); COMP TO 183917 (LATE).",1,AD,48383,598,,0,0,1095022,1144003
OPS,Chehalis R,Chinook,Fall,1998,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,183917,1999,19990604,19990605,4.5,P,N,"LARGE LATE REL; COMP TO 183723, 183916, 181724 & 182722 (SMALL EARLY REL).",1,AD,50961,78,,0,0,695837,746876
OPS,Chehalis R,Chinook,Fall,1998,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,NOCN98120,2000,20000428,20000428,19.3,B,N,EXTENDED REARING. 16% PREDATION LOSS.,1,,0,0,,0,0,91740,91740
OPS,Chehalis R,Chinook,Fall,1999,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,182132,2000,20000428,20000429,1.76,B,N,EARLY RELEASE; SEE ALSO 182133. COMPARE TO 182134-35 (SMOLT RELEASE).,1,AD,23977,24,,0,0,866565,890566
OPS,Chehalis R,Chinook,Fall,1999,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,182133,2000,20000502,20000503,1.55,B,N,"EARLY RELEASE. SEE 182132 (EARLY), 182134-35 (LATE).",1,AD,23684,363,,0,0,828112,852159
OPS,Chehalis R,Chinook,Fall,1999,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,182134,2000,20000605,20000606,4.13,P,N,LATE RELEASE.  SEE ALSO 182135. COMPARE TO 182132/33 (FRY RELEASE).,1,AD,23967,48,,0,0,356122,380137
OPS,Chehalis R,Chinook,Fall,1999,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,182135,2000,20000605,20000606,4.13,P,N,LATE RELEASE.  SEE ALSO 182134. COMPARE TO 182132/33 (FRY RELEASE).,1,AD,23828,192,,0,0,,24020
OPS,Chehalis R,Chinook,Fall,1999,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,NOCN99117,2001,20010417,20010418,17,B,N,YEARLING RELEASE.,1,,0,0,,0,0,67040,67040
OPS,Chehalis R,Chinook,Fall,2000,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,184550,2001,20010427,20010429,1.59,B,N,EARLY FRY RELEASE. COMPARE TO 184551 (LATE RELEASE).,1,AD,50177,0,,0,0,1403661,1453838
OPS,Chehalis R,Chinook,Fall,2000,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,184551,2001,20010601,20010604,4.73,B,N,LARGE SMOLT SIZE AND LATE RELEASE DATE. COMPARE TO 184550 (EARLY RELEASE).,1,AD,49912,125,,0,0,347817,397854
OPS,Chehalis R,Chinook,Fall,2000,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 1+,NOCN00120,2002,20020415,20020419,15.86,B,N,YEARLING RELEASE,1,,0,0,,0,0,26463,26463
OPS,Chehalis R,Chinook,Fall,2001,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,184911,2002,20020415,20020429,1.84,B,N,SMALL SIZE AND EARLY RELEASE TIME; INCLUDES UNMARKED FISH REARED WITH CHUM.,1,AD,51815,182,,0,0,1903604,1955601
OPS,Chehalis R,Chinook,Fall,2001,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,184912,2002,20020604,20020606,4.92,B,N,LARGE SIZE AND LATE RELEASE,1,AD,50653,1272,,0,0,313519,365444
OPS,Chehalis R,Chinook,Fall,2002,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Fed Fry,184920,2003,20030422,20030430,1.71,B,N,SMALL SIZE AND EARLY REL.  SEE 184921 FOR LARGER SIZE,1,AD,48461,813,,0,0,1563150,1612424
OPS,Chehalis R,Chinook,Fall,2002,Harrison R,LWFR,CK-03,LOWER FRASER RIVER_FA_0.3,M,H,Chehalis River H,Chehalis R,CK-03,LOWER FRASER RIVER_FA_0.3,Smolt 0+,184921,2003,20030603,20030604,4.66,B,N,LARGE SIZE AND LATE RELEASE.  SEE 184920 FOR SMALLS,1,AD,51581,259,,0,0,322438,374278
